,Grass Coverage,Herbivore Population,Predator Population
327,1.546875,37,145
328,1.640625,37,145
329,1.7343750000000002,33,145
330,1.7656249999999998,31,148
331,1.84375,30,148
332,1.921875,27,148
333,2.0,27,148
334,2.09375,29,149
335,2.171875,26,150
336,2.234375,23,150
337,2.296875,22,150
338,2.375,21,151
339,2.453125,18,153
340,2.5625,17,153
341,2.671875,15,155
342,2.75,13,160
343,2.796875,12,160
344,2.875,11,160
345,2.875,12,160
346,2.96875,11,160
347,3.125,11,160
348,3.1718749999999996,11,160
349,3.28125,11,159
350,3.359375,12,159
351,3.546875,12,159
352,3.6875,12,158
353,3.875,12,158
354,4.0,12,158
355,4.109375,12,158
356,4.171875,13,158
357,4.3125,10,158
358,4.4375,10,160
359,4.53125,9,160
360,4.75,9,160
361,4.890625,9,160
362,4.953125,8,160
363,5.125,6,160
364,5.328125,5,160
365,5.46875,5,159
366,5.53125,5,159
367,5.828125,5,158
368,5.921875,5,158
369,6.0,5,158
370,6.1875,5,158
371,6.375,4,157
372,6.468749999999999,4,157
373,6.59375,3,158
374,6.6875,3,159
375,7.000000000000001,3,158
376,7.203125000000001,3,156
377,7.390625000000001,1,156
378,7.5,1,156
379,7.640624999999999,1,156
380,7.828125,1,156
381,7.9375,0,155
382,8.09375,0,155
383,8.265625,0,155
384,8.5,0,154
385,8.765625,0,154
386,8.890625,0,153
387,9.125,0,150
388,9.34375,0,148
389,9.640625,0,146
390,9.78125,0,145
391,9.984375,0,145
392,10.203125,0,143
393,10.390625,0,143
394,10.6875,0,141
395,10.859375,0,139
396,11.0625,0,138
397,11.234375,0,134
398,11.625,0,134
399,11.78125,0,133
400,11.9375,0,131
401,12.15625,0,130
402,12.390625,0,130
403,12.65625,0,128
404,12.90625,0,126
405,13.125,0,125
406,13.40625,0,121
407,13.765625,0,120
408,14.000000000000002,0,119
409,14.374999999999998,0,119
410,14.6875,0,117
411,14.984375,0,115
412,15.234375,0,114
413,15.562500000000002,0,113
414,15.84375,0,111
415,16.0625,0,111
416,16.34375,0,110
417,16.65625,0,109
418,16.984375,0,107
419,17.25,0,104
420,17.546875,0,103
421,17.890625,0,100
422,18.25,0,98
423,18.53125,0,95
424,18.75,0,92
425,19.0,0,92
426,19.328125,0,91
427,19.703125,0,90
428,20.109375,0,89
429,20.40625,0,86
430,20.78125,0,86
431,21.15625,0,84
432,21.484375,0,82
433,21.765625,0,81
434,22.140625,0,80
435,22.46875,0,79
436,22.875,0,78
437,23.234375,0,77
438,23.59375,0,77
439,23.890625,0,75
440,24.171875,0,74
441,24.640625,0,74
442,25.03125,0,73
443,25.34375,0,70
444,25.71875,0,69
445,26.140625,0,67
446,26.59375,0,66
447,26.921875,0,65
448,27.250000000000004,0,62
449,27.609375000000004,0,61
450,28.031250000000004,0,58
451,28.328125,0,57
452,28.65625,0,57
453,29.015625,0,56
454,29.375,0,56
455,29.828125,0,54
456,30.21875,0,52
457,30.765625000000004,0,52
458,31.28125,0,51
459,31.6875,0,49
460,31.953125,0,49
461,32.15625,0,48
462,32.609375,0,46
463,33.078125,0,44
464,33.453125,0,42
465,33.84375,0,41
466,34.328125,0,37
467,34.796875,0,37
468,35.1875,0,37
469,35.625,0,37
470,36.140625,0,36
471,36.5,0,35
472,36.96875,0,31
473,37.40625,0,31
474,37.765625,0,30
475,37.984375,0,29
476,38.421875,0,28
477,38.703125,0,28
478,39.03125,0,28
479,39.609375,0,27
480,40.140625,0,27
481,40.546875,0,26
482,41.0,0,24
483,41.390625,0,23
484,41.90625,0,22
485,42.28125,0,22
486,42.828125,0,22
487,43.265625,0,22
488,43.734375,0,21
489,44.171875,0,21
490,44.5,0,21
491,44.90625,0,20
492,45.359375,0,20
493,45.703125,0,20
494,46.015625,0,19
495,46.46875,0,19
496,46.84375,0,17
497,47.1875,0,16
498,47.6875,0,15
499,48.140625,0,15
500,48.703125,0,14
501,48.953125,0,13
502,49.265625,0,13
503,49.640625,0,12
504,50.109375,0,12
505,50.59375000000001,0,12
506,50.92187500000001,0,12
507,51.42187499999999,0,12
508,51.71875,0,11
509,52.109375,0,10
510,52.54687500000001,0,9
511,53.0,0,8
512,53.390625,0,8
513,53.625,0,8
514,54.015625,0,7
515,54.453125,0,6
516,54.87499999999999,0,6
517,55.40625,0,5
518,55.765625,0,5
519,56.078125,0,4
520,56.49999999999999,0,3
521,57.10937499999999,0,3
522,57.640625,0,2
523,57.99999999999999,0,2
524,58.3125,0,2
525,58.765625,0,2
526,59.109375,0,1
527,59.484375,0,0
528,59.921875,0,0
529,60.390625,0,0
530,60.703125,0,0
531,61.01562499999999,0,0
532,61.453125,0,0
533,61.71875,0,0
534,62.03125000000001,0,0
535,62.35937499999999,0,0
536,62.71875,0,0
537,63.03125000000001,0,0
538,63.34375,0,0
539,63.70312500000001,0,0
540,64.109375,0,0
541,64.4375,0,0
542,64.84375,0,0
543,65.34375,0,0
544,65.59375,0,0
545,66.140625,0,0
546,66.375,0,0
547,66.828125,0,0
548,67.140625,0,0
549,67.453125,0,0
550,67.875,0,0
551,68.234375,0,0
552,68.640625,0,0
553,69.109375,0,0
554,69.53125,0,0
555,69.875,0,0
556,70.28125,0,0
557,70.6875,0,0
558,70.921875,0,0
559,71.171875,0,0
